s,iniziativa,presentazione,approvazione
http://dati.camera.it/ocd/attocamera.rdf/ac19_1452,Governo,20231003,20250401
http://dati.camera.it/ocd/attocamera.rdf/ac19_640,Parlamentare,20221125,20230201
http://dati.camera.it/ocd/attocamera.rdf/ac19_2038,Governo,20240916,20241106
http://dati.camera.it/ocd/attocamera.rdf/ac19_1151,Governo,20230510,20230628
http://dati.camera.it/ocd/attocamera.rdf/ac19_2551,Governo,20250731,20250806
http://dati.camera.it/ocd/attocamera.rdf/ac19_1556,Governo,20231116,20231207
http://dati.camera.it/ocd/attocamera.rdf/ac19_1916,Governo,20240613,20250305
http://dati.camera.it/ocd/attocamera.rdf/ac19_1746,Governo,20240228,20240507
http://dati.camera.it/ocd/attocamera.rdf/ac19_2886,Governo,20260417,20260424
http://dati.camera.it/ocd/attocamera.rdf/ac19_912,Parlamentare,20230222,20230530
http://dati.camera.it/ocd/attocamera.rdf/ac19_1416,Governo,20230919,20231109
http://dati.camera.it/ocd/attocamera.rdf/ac19_1318,Governo,20230718,20250401
http://dati.camera.it/ocd/attocamera.rdf/ac19_2196,Governo,20250115,20250121
http://dati.camera.it/ocd/attocamera.rdf/ac19_2586,Governo,20250909,20250923
http://dati.camera.it/ocd/attocamera.rdf/ac19_1666,Governo,20240125,20240208
http://dati.camera.it/ocd/attocamera.rdf/ac19_1341,Governo,20230727,20231220
http://dati.camera.it/ocd/attocamera.rdf/ac19_2668,Governo,20251016,20251112
http://dati.camera.it/ocd/attocamera.rdf/ac19_2753,Governo,20251231,20260225
http://dati.camera.it/ocd/attocamera.rdf/ac19_752,Parlamentare,20230109,20240228
http://dati.camera.it/ocd/attocamera.rdf/ac19_1976,Parlamentare,20240718,20250402
http://dati.camera.it/ocd/attocamera.rdf/ac19_1551,Governo,20231116,20231123
http://dati.camera.it/ocd/attocamera.rdf/ac19_1717,Governo,20240216,20240619
http://dati.camera.it/ocd/attocamera.rdf/ac19_1633,Governo,20231230,20240221
http://dati.camera.it/ocd/attocamera.rdf/ac19_849,Parlamentare,20230201,20230509
http://dati.camera.it/ocd/attocamera.rdf/ac19_1364,Governo,20230804,20230913
http://dati.camera.it/ocd/attocamera.rdf/ac19_1532-ter,Governo,20231128,20240625
http://dati.camera.it/ocd/attocamera.rdf/ac19_1296,Parlamentare,20230712,20260804
http://dati.camera.it/ocd/attocamera.rdf/ac19_2809,Governo,20260220,20260408
http://dati.camera.it/ocd/attocamera.rdf/ac19_1806,Parlamentare,20240327,20260115
http://dati.camera.it/ocd/attocamera.rdf/ac19_2528,Governo,20250723,20251125
http://dati.camera.it/ocd/attocamera.rdf/ac19_1260,Governo,20230628,20240919
http://dati.camera.it/ocd/attocamera.rdf/ac19_1585,Governo,20231130,20251014
http://dati.camera.it/ocd/attocamera.rdf/ac19_1295,Governo,20230712,20231018
http://dati.camera.it/ocd/attocamera.rdf/ac19_1572,Governo,20231127,20250401
http://dati.camera.it/ocd/attocamera.rdf/ac19_2316,Governo,20250320,20250917
http://dati.camera.it/ocd/attocamera.rdf/ac19_1573,Popolare,20231127,20250514
http://dati.camera.it/ocd/attocamera.rdf/ac19_1112,Governo,20230421,20230504
http://dati.camera.it/ocd/attocamera.rdf/ac19_1763,Parlamentare,20240307,20240523
http://dati.camera.it/ocd/attocamera.rdf/ac19_2171,Governo,20241210,20250410
http://dati.camera.it/ocd/attocamera.rdf/ac19_991,Parlamentare,20230314,20240409
http://dati.camera.it/ocd/attocamera.rdf/ac19_1877,Governo,20240516,20240523
http://dati.camera.it/ocd/attocamera.rdf/ac19_1195,Governo,20230601,20230609
http://dati.camera.it/ocd/attocamera.rdf/ac19_1502,Governo,20231019,20260107
http://dati.camera.it/ocd/attocamera.rdf/ac19_1601,Governo,20231207,20231214
http://dati.camera.it/ocd/attocamera.rdf/ac19_1997,Governo,20240731,20240805
http://dati.camera.it/ocd/attocamera.rdf/ac19_1579,Parlamentare,20231129,20260429
http://dati.camera.it/ocd/attocamera.rdf/ac19_854,Parlamentare,20230202,20231122
http://dati.camera.it/ocd/attocamera.rdf/ac19_336,Parlamentare,20221013,20240305
http://dati.camera.it/ocd/attocamera.rdf/ac19_2758,Governo,20260108,20260115
http://dati.camera.it/ocd/attocamera.rdf/ac19_1450,Governo,20231003,20240430
http://dati.camera.it/ocd/attocamera.rdf/ac19_2482,Governo,20250625,20250702
http://dati.camera.it/ocd/attocamera.rdf/ac19_1124,Governo,20230427,20240326
http://dati.camera.it/ocd/attocamera.rdf/ac19_2673,Governo,20251023,20260304
http://dati.camera.it/ocd/attocamera.rdf/ac19_1804,Governo,20240327,20251014
http://dati.camera.it/ocd/attocamera.rdf/ac19_1937,Governo,20240629,20240805
http://dati.camera.it/ocd/attocamera.rdf/ac19_1080,Parlamentare,20230406,20250122
http://dati.camera.it/ocd/attocamera.rdf/ac19_761,Governo,20230112,20230124
